ENSEMBL,HGNC,log2FoldChange,pvalue
ENSG00000196115,ADAM5,0.175500508,0.682279337
ENSG00000196116,TDRD7,-0.44009098,0.050538297
ENSG00000196118,CFAP119,-0.140502812,0.521826187
ENSG00000196123,MATCAP1,0.05455815,0.671818071
ENSG00000196126,HLA-DRB1,-0.617910574,0.397170633
ENSG00000196132,MYT1,0.610915171,0.066318134
ENSG00000196136,SERPINA3,0.051391315,0.936733126
ENSG00000196139,AKR1C3,-0.155840117,0.644618158
ENSG00000196141,SPATS2L,-0.020284505,0.907326224
ENSG00000196150,ZNF250,0.023468615,0.779745598
ENSG00000196151,WDSUB1,-0.130022877,0.173965108
ENSG00000196152,ZNF79,-0.145394777,0.20224749
ENSG00000196154,S100A4,0.268206435,0.570007785
ENSG00000196155,PLEKHG4,-0.60515662,0.059408067
ENSG00000196159,FAT4,-0.575364103,0.044982419
ENSG00000196166,LINC03042,-0.268786621,0.230761187
ENSG00000196169,KIF19,-0.116943506,0.742159864
ENSG00000196172,ZNF681,0.258471641,0.162242381
ENSG00000196177,ACADSB,-0.043108458,0.662288289
ENSG00000196182,STK40,-0.194178063,0.131014599
ENSG00000196183,RPS2P4,0.139102891,0.582665406
ENSG00000196187,TMEM63A,-0.171844307,0.261438485
ENSG00000196188,CTSE,0.490193639,0.560297341
ENSG00000196189,SEMA4A,0.19898105,0.358404349
ENSG00000196196,HRCT1,-1.019406581,0.012416372
ENSG00000196199,MPHOSPH8,-0.028922595,0.588205256
ENSG00000196204,RNF216P1,0.007347583,0.919783314
ENSG00000196205,EEF1A1P5,-0.139053845,0.420769609
ENSG00000196208,GREB1,0.33014844,0.136253394
ENSG00000196214,ZNF766,0.086361619,0.351460414
ENSG00000196218,RYR1,0.238779458,0.428192787
ENSG00000196220,SRGAP3,-0.09420291,0.482540857
ENSG00000196227,FAM217B,-0.117708505,0.487777293
ENSG00000196230,TUBB,0.127250563,0.289779501
ENSG00000196233,LCOR,0.176815192,0.082549045
ENSG00000196235,SUPT5H,-0.135103945,0.047930271
ENSG00000196236,XPNPEP3,-0.009583859,0.922950479
ENSG00000196247,ZNF107,-0.010561915,0.938284529
ENSG00000196262,PPIA,-0.001059463,0.993071598
ENSG00000196263,ZNF471,-0.12727772,0.746368522
ENSG00000196267,ZNF836,0.07420292,0.55111945
ENSG00000196268,ZNF493,0.084157018,0.508546837
ENSG00000196275,GTF2IRD2,-0.174577665,0.207157437
ENSG00000196277,GRM7,-0.117512042,0.738205844
ENSG00000196284,SUPT3H,-0.028702843,0.758168037
ENSG00000196290,NIF3L1,-0.017868198,0.835075472
ENSG00000196295,GARS1-DT,-0.084716216,0.430605259
ENSG00000196296,ATP2A1,0.136666963,0.376437162
ENSG00000196302,GUSBP15,0.163411182,0.504128921
ENSG00000196305,IARS1,-0.028360729,0.819137298
ENSG00000196312,MFSD14CP,0.129074956,0.08440763
ENSG00000196313,POM121,-0.101967311,0.200480773
ENSG00000196323,ZBTB44,0.216760042,0.014454621
ENSG00000196335,STK31,0.446391775,0.172154253
ENSG00000196337,CGB7,-0.280495306,0.424046887
ENSG00000196338,NLGN3,-0.06457523,0.735095869
ENSG00000196344,ADH7,0.048588585,0.894998107
ENSG00000196345,ZKSCAN7,-0.029162952,0.862440537
ENSG00000196352,CD55,0.120761,0.823155933
ENSG00000196353,CPNE4,-0.186496705,0.583546775
ENSG00000196357,ZNF565,0.010015009,0.893543413
ENSG00000196358,NTNG2,0.437592054,0.292718669
ENSG00000196361,ELAVL3,0.147815158,0.488844932
ENSG00000196363,WDR5,-0.055809157,0.454754344
ENSG00000196365,LONP1,-0.026519852,0.810459982
ENSG00000196366,C9orf163,-0.134004327,0.45191652
ENSG00000196367,TRRAP,-0.021126467,0.709457988
ENSG00000196368,NUDT11,-0.14808421,0.331068572
ENSG00000196369,SRGAP2B,0.092616387,0.440281175
ENSG00000196371,FUT4,-0.200640338,0.226156388
ENSG00000196372,ASB13,-0.018526217,0.817647889
ENSG00000196376,SLC35F1,-0.114827046,0.311046703
ENSG00000196378,ZNF34,-0.078757009,0.452800951
ENSG00000196381,ZNF781,0.089677222,0.662877757
ENSG00000196387,ZNF140,0.02125992,0.798100932
ENSG00000196388,INCA1,-0.092333535,0.318972961
ENSG00000196391,ZNF774,-0.246971243,0.083457433
ENSG00000196396,PTPN1,0.002385945,0.983042924
ENSG00000196405,EVL,0.066123952,0.678349083
ENSG00000196407,THEM5,-0.95771147,0.002419169
ENSG00000196411,EPHB4,-0.120316712,0.387704154
ENSG00000196415,PRTN3,-0.137138121,0.723768265
ENSG00000196417,ZNF765,0.048435996,0.551621872
ENSG00000196418,ZNF124,0.24575304,0.130510944
ENSG00000196419,XRCC6,-0.129922392,0.24688091
ENSG00000196420,S100A5,-0.576605461,0.076836111
ENSG00000196421,C20orf204,-0.08591001,0.580728578
ENSG00000196422,PPP1R26,-0.063773286,0.348839759
ENSG00000196428,TSC22D2,-0.084581655,0.510346591
ENSG00000196431,CRYBA4,-0.259906215,0.614908424
ENSG00000196436,NPIPB15,-0.39617676,0.208325879
ENSG00000196437,ZNF569,0.017788869,0.872098521
ENSG00000196440,ARMCX4,-0.110177643,0.358222649
ENSG00000196449,YRDC,-0.097195713,0.545199425
ENSG00000196453,ZNF777,-0.079769257,0.318536005
ENSG00000196455,PIK3R4,-0.069736932,0.255027695
ENSG00000196456,ZNF775,0.070957,0.295075176
ENSG00000196458,ZNF605,-0.020644402,0.888379214
ENSG00000196459,TRAPPC2,-0.048590789,0.588964653
ENSG00000196460,RFX8,0.152141927,0.76270545
ENSG00000196465,MYL6B,-0.124534489,0.164665541
ENSG00000196466,ZNF799,-0.157780978,0.220801468
ENSG00000196470,SIAH1,0.072187856,0.135107046
ENSG00000196476,C20orf96,-0.134210514,0.345213928
ENSG00000196482,ESRRG,0.294330208,0.267841293
ENSG00000196497,IPO4,-0.081354759,0.531659209
ENSG00000196498,NCOR2,0.121658797,0.317275379
ENSG00000196502,SULT1A1,-0.815883286,0.031685894
ENSG00000196503,ARL9,-0.218357939,0.434701805
ENSG00000196504,PRPF40A,0.06603933,0.429571281
ENSG00000196505,GDAP2,-0.021192234,0.811188277
ENSG00000196507,TCEAL3,-0.101439824,0.365323968
ENSG00000196510,ANAPC7,0.014065052,0.898256923
ENSG00000196511,TPK1,0.374926486,0.02829621
ENSG00000196517,SLC6A9,0.39289616,0.115643208
ENSG00000196526,AFAP1,0.055769177,0.626838352
ENSG00000196531,NACA,-0.083916498,0.491415692
ENSG00000196535,MYO18A,0.149568523,0.204193119
ENSG00000196542,SPTSSB,0.381501345,0.227062224
ENSG00000196544,BORCS6,-0.099582122,0.457190858
ENSG00000196547,MAN2A2,-0.059713593,0.556969581
ENSG00000196549,MME,0.298000002,0.671306065
ENSG00000196550,FAM72A,0.00582361,0.972505572
ENSG00000196553,CCDC196,0.212555799,0.253947047
ENSG00000196557,CACNA1H,0.291489218,0.21236947
ENSG00000196562,SULF2,0.185188963,0.582099793
ENSG00000196565,HBG2,-0.734509285,0.017760741
ENSG00000196569,LAMA2,-0.698401361,0.094288158
ENSG00000196576,PLXNB2,-0.127621825,0.34425553
ENSG00000196581,AJAP1,-1.101474935,0.004273447
ENSG00000196584,XRCC2,0.317479486,0.135819251
ENSG00000196586,MYO6,0.010557203,0.904322364
ENSG00000196588,MRTFA,-0.062941703,0.364470435
ENSG00000196591,HDAC2,0.178571977,0.115427579
ENSG00000196597,ZNF782,0.188442086,0.023877676
ENSG00000196604,POTEF,0.23245273,0.486277892
ENSG00000196605,ZNF846,-0.068915915,0.575620311
ENSG00000196611,MMP1,-0.375744467,0.549710544
ENSG00000196616,ADH1B,1.136778712,0.001408882
ENSG00000196628,TCF4,-0.073906553,0.594655004
ENSG00000196632,WNK3,0.083906505,0.48005935
ENSG00000196636,SDHAF3,0.009118322,0.946694994
ENSG00000196639,HRH1,-0.907852457,0.155613061
ENSG00000196642,RABL6,-0.011299466,0.855067721
ENSG00000196646,ZNF136,-0.097488791,0.121085591
ENSG00000196652,ZKSCAN5,-0.09262414,0.165425362
ENSG00000196653,ZNF502,0.023459003,0.935062885
ENSG00000196655,TRAPPC4,-0.025425285,0.740321857
ENSG00000196656,,-0.193386875,0.405439291
ENSG00000196659,IFT70B,0.022416108,0.917041514
ENSG00000196660,SLC30A10,0.147436552,0.659040237
ENSG00000196663,TECPR2,-0.093687444,0.311057475
ENSG00000196666,FAM180B,0.172879141,0.420963215
ENSG00000196668,LINC00173,0.214609719,0.455547736
ENSG00000196670,ZFP62,0.080549939,0.383288244
ENSG00000196678,ERI2,-0.088126809,0.368508219
ENSG00000196683,TOMM7,-0.251522356,0.060485536
ENSG00000196689,TRPV1,0.215978295,0.131753236
ENSG00000196693,ZNF33B,0.046498151,0.823738273
ENSG00000196696,PDXDC2P-NPIPB14P,0.08339972,0.654385592
ENSG00000196700,ZNF512B,-0.059716016,0.525130874
ENSG00000196704,AMZ2,-0.006913057,0.919095072
ENSG00000196705,ZNF431,0.011854766,0.819790606
ENSG00000196712,NF1,-0.016679846,0.791970298
ENSG00000196715,VKORC1L1,-0.007535232,0.936959538
ENSG00000196724,ZNF418,-0.025258412,0.797277008
ENSG00000196730,DAPK1,0.125137269,0.451843208
ENSG00000196739,COL27A1,-0.248842627,0.207325257
ENSG00000196741,LINC01560,-0.051507137,0.68320164
ENSG00000196743,GM2A,-0.093028758,0.405643003
ENSG00000196747,H2AC13,0.736105879,0.039052128
ENSG00000196754,S100A2,-0.198014545,0.459341621
ENSG00000196756,SNHG17,-0.307254778,0.081099935
ENSG00000196757,ZNF700,-0.162787852,0.576336852
ENSG00000196758,LINC02991,-1.129074059,0.041108688
ENSG00000196767,POU3F4,0.459798923,0.406663147
ENSG00000196776,CD47,-0.079474578,0.60967742
ENSG00000196781,TLE1,0.120619258,0.369990985
ENSG00000196782,MAML3,0.240304802,0.243281461
ENSG00000196787,H2AC11,0.514830438,0.038789677
ENSG00000196792,STRN3,-0.004255234,0.941124058
ENSG00000196793,ZNF239,0.10200117,0.617799994
ENSG00000196810,CTBP1-DT,-0.042828828,0.672327863
ENSG00000196811,CHRNG,0.188243115,0.115844619
ENSG00000196812,ZSCAN16,0.162725231,0.024802253
ENSG00000196814,MVB12B,-0.052824993,0.590128062
ENSG00000196821,ILRUN,-0.06056958,0.454117365
ENSG00000196834,POTEI,0.199160179,0.578714677
ENSG00000196839,ADA,0.223107652,0.091510208
ENSG00000196843,ARID5A,-0.045637836,0.863112451
ENSG00000196850,PPTC7,-0.132349206,0.395557828
ENSG00000196860,TOMM20L,0.162157752,0.175741078
ENSG00000196862,RGPD4,-0.008477491,0.967187795
ENSG00000196865,NHLRC2,-0.051111151,0.496516851
ENSG00000196867,ZFP28,0.242196709,0.274164599
ENSG00000196872,CRACDL,-0.200413547,0.580509273
ENSG00000196873,ZNG1C,-0.134050101,0.175460324
ENSG00000196876,SCN8A,0.161244632,0.380991664
ENSG00000196878,LAMB3,0.459127207,0.17501878
ENSG00000196890,H2BC26,0.312828322,0.185652022
ENSG00000196900,SPMIP10,-0.28875806,0.486098458
ENSG00000196911,KPNA5,0.097422535,0.411367152
ENSG00000196912,ANKRD36B,0.106486612,0.425806883
ENSG00000196914,ARHGEF12,0.077910167,0.302578397
ENSG00000196922,ZNF252P,-0.055635559,0.826539
ENSG00000196923,PDLIM7,-0.208091669,0.363019214
ENSG00000196924,FLNA,-0.135961715,0.527223303
ENSG00000196932,TMEM26,0.62506074,0.106271737
ENSG00000196935,SRGAP1,-0.097607897,0.435987179
ENSG00000196937,FAM3C,0.008265745,0.929338135
ENSG00000196943,NOP9,-0.080740734,0.301445995
ENSG00000196950,SLC39A10,0.079472054,0.518811916
ENSG00000196951,SCOC-AS1,0.115039223,0.606304898
ENSG00000196954,CASP4,-0.841389098,0.111757447
ENSG00000196961,AP2A1,-0.092663542,0.165722393
ENSG00000196967,ZNF585A,-0.117383357,0.209446519
ENSG00000196968,FUT11,-0.129624854,0.1569677
ENSG00000196972,SMIM10L2B,-0.004416367,0.97991144
ENSG00000196975,ANXA4,-0.467875425,0.030350134
ENSG00000196976,LAGE3,-0.235367891,0.083571477
ENSG00000196979,GPRACR,-0.305988867,0.201116481
ENSG00000196981,WDR5B,-0.044116788,0.688627345
ENSG00000196990,FAM163B,-0.281503745,0.518800952
ENSG00000196993,NPIPB9,-0.541082662,0.017994815
ENSG00000196998,WDR45,-0.174615557,0.255382994
ENSG00000197006,METTL9,-0.036164282,0.642364593
ENSG00000197008,ZNF138,0.061805158,0.64689187
ENSG00000197013,ZNF429,-0.198774952,0.156933711
ENSG00000197016,ZNF470,0.005883826,0.954293445
ENSG00000197019,SERTAD1,-0.633630554,0.026537146
ENSG00000197020,ZNF100,0.037737223,0.762013452
ENSG00000197021,EOLA2,-0.061749873,0.655823664
ENSG00000197024,ZNF398,0.042601742,0.57783924
ENSG00000197037,ZSCAN25,-0.044324064,0.572599821
ENSG00000197043,ANXA6,-0.101349534,0.42454405
ENSG00000197044,ZNF441,-0.837591635,0.081226892
ENSG00000197045,GMFB,-0.081622857,0.412744359
ENSG00000197046,SIGLEC15,0.432649465,0.097832928
ENSG00000197050,ZNF420,-0.014228778,0.879169065
ENSG00000197054,ZNF763,-0.31177648,0.243498735
ENSG00000197056,ZMYM1,-0.010972035,0.868575456
ENSG00000197057,DTHD1,0.049112806,0.913464241
ENSG00000197061,H4C3,0.188550728,0.352072897
ENSG00000197062,ZSCAN26,0.030073993,0.67801423
ENSG00000197063,MAFG,-0.1705174,0.306500595
ENSG00000197070,ARRDC1,-0.037477912,0.577825498
ENSG00000197077,KIAA1671,-0.012104623,0.934628377
ENSG00000197081,IGF2R,-0.012923946,0.912878145
ENSG00000197085,NPSR1-AS1,2.185375379,0.0024035
ENSG00000197093,GAL3ST4,0.054540643,0.704900372
ENSG00000197102,DYNC1H1,-0.036848656,0.582780325
ENSG00000197106,SLC6A17,-0.513946381,0.165166085
ENSG00000197111,PCBP2,-0.099407158,0.262086748
ENSG00000197114,ZGPAT,-0.082474215,0.309382721
ENSG00000197119,SLC25A29,0.010224319,0.927913308
ENSG00000197121,PGAP1,0.275825181,0.035156961
ENSG00000197122,SRC,0.079217516,0.358048281
ENSG00000197123,ZNF679,0.504062127,0.37574859
ENSG00000197124,ZNF682,0.177874636,0.148521565
ENSG00000197128,ZNF772,-0.14340503,0.345562921
ENSG00000197134,ZNF257,-0.399693806,0.682384343
ENSG00000197136,PCNX3,-0.040174542,0.590312096
ENSG00000197140,ADAM32,-0.058021475,0.733891133
ENSG00000197142,ACSL5,-0.077965822,0.65597066
ENSG00000197147,LRRC8B,0.045928171,0.701766133
ENSG00000197149,,0.068706343,0.760075193
ENSG00000197150,ABCB8,-0.081398309,0.247442062
ENSG00000197153,H3C12,0.512847888,0.092164132
ENSG00000197157,SND1,-0.032970447,0.682022871
ENSG00000197162,ZNF785,-0.337262319,0.088923942
ENSG00000197165,SULT1A2,0.007730713,0.967009131
ENSG00000197168,NEK5,-0.113602032,0.700409205
ENSG00000197170,PSMD12,-0.078390485,0.437235858
ENSG00000197177,ADGRA1,0.06805567,0.780424616
ENSG00000197180,ATP6AP1-DT,-0.178780049,0.369772691
ENSG00000197181,PIWIL2,0.575359222,0.115054805
ENSG00000197182,MIRLET7BHG,-0.049623461,0.86231161
ENSG00000197183,NOL4L,0.141192165,0.306305525
ENSG00000197191,CYSRT1,0.024588258,0.838947317
ENSG00000197208,SLC22A4,-0.197511251,0.161146503
ENSG00000197210,,-0.403737452,0.284473435
ENSG00000197217,ENTPD4,0.078734069,0.488029834
ENSG00000197223,C1D,-0.09751149,0.22719327
ENSG00000197226,TBC1D9B,-0.148056114,0.077382865
ENSG00000197238,H4C11,0.134482554,0.409947725
ENSG00000197245,FAM110D,-0.239246453,0.465353054
ENSG00000197249,SERPINA1,0.377736466,0.470954385
ENSG00000197256,KANK2,-0.195262734,0.328569512
ENSG00000197258,EIF4BP6,-0.146977846,0.3040228
ENSG00000197261,C6orf141,-0.190301266,0.683834102
ENSG00000197265,GTF2E2,0.019038239,0.843850753
ENSG00000197275,RAD54B,0.025247525,0.806194422
ENSG00000197279,ZNF165,-0.059095783,0.54467174
ENSG00000197283,SYNGAP1,-0.009422519,0.932504363
ENSG00000197291,RAMP2-AS1,-0.014283208,0.95239215
ENSG00000197296,FITM2,-0.1158233,0.315294032
ENSG00000197299,BLM,0.32699232,0.176698165
ENSG00000197301,HMGA2-AS1,0.031386005,0.943889889
ENSG00000197302,KRBOX5,0.006950484,0.931132849
ENSG00000197308,GATA3-AS1,0.534968224,0.316924718
ENSG00000197312,DDI2,0.012519022,0.869470733
ENSG00000197320,,-0.372267115,0.391068055
ENSG00000197321,SVIL,0.049740365,0.747141758
ENSG00000197322,TMEM132E-DT,0.18185882,0.677424091
ENSG00000197323,TRIM33,0.014589366,0.865133006
ENSG00000197324,LRP10,-0.422784733,0.010982293
ENSG00000197329,PELI1,-0.16999198,0.227176924
ENSG00000197332,,-0.144238856,0.46230639
ENSG00000197334,,0.170317022,0.33692814
ENSG00000197343,ZNF655,0.011117549,0.846839522
ENSG00000197345,MRPL21,0.162866421,0.225151
ENSG00000197355,UAP1L1,-0.053446427,0.844663468
ENSG00000197358,BNIP3P1,0.158081641,0.597873701
ENSG00000197360,ZNF98,0.75991036,0.535876971
ENSG00000197361,FBXL22,-0.234049552,0.395587894
ENSG00000197362,ZNF786,-0.000662093,0.994923974
ENSG00000197363,ZNF517,0.048769403,0.512216
ENSG00000197372,ZNF675,0.105239406,0.379535263
ENSG00000197375,SLC22A5,-0.462391209,0.000409285
ENSG00000197380,DACT3,0.033043132,0.820724866
ENSG00000197381,ADARB1,0.138256723,0.413211022
ENSG00000197385,ZNF860,0.216626013,0.615775754
ENSG00000197386,HTT,0.059427494,0.258766602
ENSG00000197405,C5AR1,-0.385146475,0.247896117
ENSG00000197406,DIO3,-0.895059469,0.028388139
ENSG00000197409,H3C4,0.341373912,0.157761978
ENSG00000197410,DCHS2,0.500364343,0.128139016
ENSG00000197415,VEPH1,0.370338517,0.070599698
ENSG00000197416,FABP12,-0.246134275,0.60499085
ENSG00000197417,SHPK,-0.104583609,0.383273824
ENSG00000197421,GGT3P,-0.791246631,0.080437682
ENSG00000197429,IPP,-0.145578816,0.212151626
ENSG00000197442,MAP3K5,-0.300248165,0.464783886
ENSG00000197444,OGDHL,0.023703537,0.894557259
ENSG00000197446,CYP2F1,-0.15402414,0.710768985
ENSG00000197448,GSTK1,-0.052503241,0.786777706
ENSG00000197451,HNRNPAB,0.078602902,0.50165314
ENSG00000197457,STMN3,0.041752067,0.784589299
ENSG00000197461,PDGFA,-0.395602749,0.061088797
ENSG00000197467,COL13A1,-0.272993741,0.378944895
ENSG00000197471,SPN,0.165174167,0.536011173
ENSG00000197472,ZNF695,0.179047628,0.312013676
ENSG00000197479,PCDHB11,0.482245275,0.005560206
ENSG00000197483,ZNF628,-0.04767479,0.515089526
ENSG00000197487,GALP,0.425460358,0.444311045
ENSG00000197496,SLC2A10,-0.181326247,0.390669239
ENSG00000197497,ZNF665,-0.185267942,0.101047606
ENSG00000197498,RPF2,-0.138185036,0.412787797
ENSG00000197520,FAM177B,-0.32449114,0.356993942
ENSG00000197530,MIB2,-0.127013788,0.145049866
ENSG00000197535,MYO5A,0.012132234,0.934070836
ENSG00000197536,IRF1-AS1,-0.310399101,0.032048164
ENSG00000197540,GZMM,-0.360082728,0.282226728
ENSG00000197548,ATG7,-0.033713895,0.689330937
ENSG00000197550,,-0.459095334,0.249317838
ENSG00000197555,SIPA1L1,-0.218325657,0.151013514
ENSG00000197557,IFT70A,0.069867556,0.737750807
ENSG00000197558,SSPOP,0.226432214,0.542317254
ENSG00000197562,RAB40C,0.073707537,0.338131604
ENSG00000197563,PIGN,-0.081725137,0.475103495
ENSG00000197565,COL4A6,0.271819666,0.260536391
ENSG00000197566,ZNF624,0.073666166,0.486259546
ENSG00000197568,ANKRD13C-DT,-0.235493302,0.082113467
ENSG00000197576,HOXA4,0.144233147,0.799269434
ENSG00000197579,TOPORS,-0.009025369,0.893474706
ENSG00000197580,BCO2,-0.061197422,0.725029655
ENSG00000197582,GPX1P1,-0.139763792,0.681791745
ENSG00000197584,KCNMB2,0.125570804,0.597518755
ENSG00000197585,,0.369095357,0.126305404
ENSG00000197586,ENTPD6,-0.045806635,0.627112205
ENSG00000197587,DMBX1,1.4431912,0.07697888
ENSG00000197588,KLKP1,-1.055677832,0.332835709
ENSG00000197594,ENPP1,0.200058861,0.534779331
ENSG00000197599,CCDC154,0.090300446,0.579791719
ENSG00000197601,FAR1,0.082980063,0.211675932
ENSG00000197603,CPLANE1,-0.016026717,0.852156603
ENSG00000197608,ZNF841,-0.016575613,0.870078974
ENSG00000197614,MFAP5,0.136777154,0.816694632
ENSG00000197616,MYH6,0.164045618,0.764591474
ENSG00000197619,ZNF615,-0.127287145,0.189662465
ENSG00000197620,EOLA1,-0.020406257,0.858166345
ENSG00000197622,CDC42SE1,-0.025856071,0.641988598
ENSG00000197629,MPEG1,0.244452441,0.243953705
ENSG00000197635,DPP4,0.463468402,0.215538553
ENSG00000197644,,0.031144658,0.937584017
ENSG00000197646,PDCD1LG2,-0.260918532,0.257584079
ENSG00000197647,ZNF433,-0.054318465,0.795480486
ENSG00000197653,DNAH10,0.179607432,0.285954747
ENSG00000197670,ZNF217-AS1,-0.068775067,0.664480685
ENSG00000197694,SPTAN1,-0.174873032,0.303867757
ENSG00000197696,NMB,-0.384015364,0.063286257
ENSG00000197702,PARVA,-0.314245518,0.130912962
ENSG00000197705,KLHL14,0.444271705,0.249782424
ENSG00000197712,FAM114A1,-0.075048891,0.732959354
ENSG00000197713,RPE,0.029133651,0.664927809
ENSG00000197714,ZNF460,0.001737395,0.983461933
ENSG00000197724,PHF2,-0.028881206,0.589452779
ENSG00000197728,RPS26,-0.358784033,0.138353938
ENSG00000197734,C14orf178,0.008753547,0.968057411
ENSG00000197744,PTMAP2,-0.006850425,0.965835187
ENSG00000197746,PSAP,-0.311996308,0.019773648
ENSG00000197747,S100A10,-0.248457083,0.628416532
ENSG00000197748,CFAP43,-0.144109723,0.660239749
ENSG00000197753,LHFPL5,0.175239365,0.619498328
ENSG00000197756,RPL37A,-0.050044453,0.731858454
ENSG00000197757,HOXC6,-1.016117463,0.199425877
ENSG00000197763,TXNRD3,0.026975852,0.792636415
ENSG00000197766,CFD,-0.17918119,0.320018781
ENSG00000197768,STPG3,-0.386150053,0.008979597
ENSG00000197769,MAP1LC3C,-0.677146179,0.228001319
ENSG00000197771,MCMBP,0.036546861,0.634733151
ENSG00000197774,EME2,-0.221497199,0.011637221
ENSG00000197776,KLHDC1,-0.161535296,0.271816543
ENSG00000197779,ZNF81,0.062397869,0.501671206
ENSG00000197780,TAF13,-0.263266043,0.150620365
ENSG00000197782,ZNF780A,0.002378837,0.978129382
ENSG00000197785,ATAD3A,-0.031897025,0.748686666
ENSG00000197798,FAM118B,0.011554963,0.8933801
ENSG00000197808,ZNF461,-0.052672213,0.563356843
ENSG00000197813,,0.209736223,0.169366302
ENSG00000197815,,0.039472844,0.750298821
ENSG00000197816,CCDC180,-0.309163921,0.364040208
ENSG00000197818,SLC9A8,-0.049055727,0.631715289
ENSG00000197822,OCLN,-0.636245187,0.013590989
ENSG00000197826,CFAP299,0.099567489,0.904603993
ENSG00000197837,H4C16,0.071996438,0.834413636
ENSG00000197841,ZNF181,-0.03148093,0.735770263
ENSG00000197847,SLC22A20P,0.239026577,0.2318371
ENSG00000197852,INKA2,0.196370101,0.23817741
ENSG00000197857,ZNF44,-0.21421695,0.265339886
ENSG00000197858,GPAA1,-0.290010195,0.011818841
ENSG00000197859,ADAMTSL2,-0.126381241,0.673984891
ENSG00000197860,SGTB,-0.065262315,0.460114475
ENSG00000197863,ZNF790,-0.002845946,0.974764135
ENSG00000197870,PRB3,0.845711808,0.008592317
ENSG00000197872,CYRIA,0.143603665,0.464865986
ENSG00000197879,MYO1C,-0.180040107,0.227748805
ENSG00000197882,OR7E13P,0.190195736,0.357444022
ENSG00000197885,NKIRAS1,-0.170145137,0.016050517
ENSG00000197889,MEIG1,-0.076351157,0.610018673
ENSG00000197891,SLC22A12,0.347176923,0.354788822
ENSG00000197892,KIF13B,-0.182191334,0.289462246
ENSG00000197893,NRAP,-0.178751843,0.616749698
ENSG00000197894,ADH5,-0.046658797,0.60184981
ENSG00000197901,SLC22A6,-0.23606724,0.616803655
ENSG00000197903,H2BC12,0.161894189,0.428493
ENSG00000197905,TEAD4,-0.113421184,0.748673286
ENSG00000197912,SPG7,-0.087100374,0.270401803
ENSG00000197919,IFNA1,-0.569432509,0.338488354
ENSG00000197921,HES5,0.727338847,0.055177984
ENSG00000197927,NBEAP2,0.209832854,0.306427242
ENSG00000197928,ZNF677,0.0023746,0.985887531
ENSG00000197930,ERO1A,0.018975607,0.836069932
ENSG00000197933,ZNF823,-0.337607088,0.155875477
ENSG00000197934,CYYR1-AS1,-0.078973041,0.823041272
ENSG00000197935,ZNF311,-0.990971982,0.002476647
ENSG00000197937,ZNF347,-0.083037217,0.268760527
ENSG00000197943,PLCG2,0.130100222,0.727763475
ENSG00000197948,FCHSD1,-0.098382926,0.567187053
ENSG00000197951,ZNF71,0.146336954,0.204655437
ENSG00000197956,S100A6,-1.756626648,0.003451584
ENSG00000197958,RPL12,-0.054852743,0.699436201
ENSG00000197959,DNM3,0.125040004,0.579215753
ENSG00000197961,ZNF121,0.010009306,0.89904498
ENSG00000197965,MPZL1,-0.314736426,0.008480566
ENSG00000197969,VPS13A,-0.027573065,0.747803082
ENSG00000197971,MBP,0.146926488,0.600387573
ENSG00000197976,AKAP17A,-0.345260124,0.070691978
ENSG00000197977,ELOVL2,0.661516233,0.002720663
ENSG00000197980,LEKR1,0.36655959,0.392755342
ENSG00000197982,C1orf122,-0.156806562,0.124380575
ENSG00000197989,SNHG12,-0.165221266,0.242646372
ENSG00000197991,,0.031621848,0.911403578
ENSG00000197993,KEL,0.079636112,0.70306966
ENSG00000198000,NOL8,-0.046244113,0.668383706
ENSG00000198001,IRAK4,-0.113171666,0.254905909
ENSG00000198003,ODAD3,-0.261641579,0.22049696
ENSG00000198010,DLGAP2,0.394102708,0.233666895
ENSG00000198015,MRPL42,0.083688554,0.349492427
ENSG00000198018,ENTPD7,-0.079532287,0.400089994
ENSG00000198026,ZNF335,0.018979455,0.751913903
ENSG00000198028,ZNF560,0.047412579,0.933038573
ENSG00000198034,RPS4X,-0.074418059,0.672891287
ENSG00000198039,ZNF273,-0.054611947,0.62826004
ENSG00000198040,ZNF84,0.11939337,0.298418163
ENSG00000198042,MAK16,0.002401158,0.986069771
ENSG00000198046,ZNF667,0.100221814,0.803173294
ENSG00000198053,SIRPA,0.239326495,0.516569694
ENSG00000198055,GRK6,-0.118288583,0.061223057
ENSG00000198056,PRIM1,0.193415511,0.237984059
ENSG00000198060,MARCHF5,-0.096129167,0.105879094
ENSG00000198064,NPIPB13,0.456386269,0.01775811
ENSG00000198074,AKR1B10,0.356545879,0.578639042
ENSG00000198075,SULT1C4,-0.257643224,0.133362742
ENSG00000198077,CYP2A7,0.138974018,0.627000894
ENSG00000198081,ZBTB14,-0.010179362,0.901224323
ENSG00000198087,CD2AP,-0.009136667,0.928370144
ENSG00000198088,NUP62CL,-0.012094374,0.977783322
ENSG00000198089,SFI1,-0.069847837,0.351026386
ENSG00000198092,TMPRSS11F,0.861999298,0.064737147
ENSG00000198093,ZNF649,-0.027035059,0.713419144
ENSG00000198099,ADH4,0.298881456,0.274005939
ENSG00000198105,ZNF248,-0.394304809,0.265430947
ENSG00000198106,,0.435617061,0.013945718
ENSG00000198108,CHSY3,0.163175039,0.658223491
ENSG00000198113,TOR4A,-0.227963829,0.228861365
